filename,cluster_label
../Dataset\ISIC_Melanoma_Data\benign\657.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\661.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\662.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\665.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\666.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\667.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\669.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\671.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\672.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\673.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\674.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\675.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\677.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\679.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\680.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\682.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\683.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\684.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\685.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\686.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\687.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\688.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\691.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\692.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\693.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\694.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\695.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\696.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\697.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\698.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\699.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\701.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\702.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\703.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\704.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\705.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\706.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\707.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\708.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\709.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\710.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\711.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\713.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\714.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\715.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\716.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\718.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\719.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\722.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\723.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\726.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\727.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\728.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\729.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\730.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\731.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\732.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\733.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\734.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\735.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\736.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\737.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\738.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\739.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\740.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\741.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\742.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\743.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\744.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\745.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\746.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\747.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\748.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\749.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\750.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\752.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\753.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\754.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\755.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\756.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\757.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\759.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\760.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\761.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\764.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\765.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\766.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\767.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\769.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\771.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\772.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\775.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\776.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\777.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\779.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\780.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\781.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\782.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\783.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\784.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\785.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\786.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\787.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\788.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\789.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\791.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\792.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\793.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\794.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\795.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\796.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\797.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\798.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\799.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\800.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\801.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\803.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\804.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\807.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\808.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\809.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\810.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\811.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\812.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\814.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\815.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\816.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\817.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\818.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\821.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\822.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\827.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\829.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\831.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\832.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\833.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\834.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\835.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\836.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\837.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\838.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\839.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\841.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\842.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\843.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\844.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\845.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\846.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\847.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\848.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\849.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\850.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\851.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\852.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\853.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\855.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\856.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\857.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\858.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\859.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\860.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\861.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\862.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\863.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\864.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\865.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\866.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\867.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\868.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\870.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\871.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\872.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\873.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\875.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\876.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\877.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\879.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\881.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\882.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\883.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\884.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\885.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\886.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\889.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\890.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\891.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\896.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\897.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\898.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\899.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\900.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\901.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\902.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\904.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\905.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\907.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\908.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\910.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\911.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\913.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\914.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\915.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\917.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\918.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\920.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\921.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\922.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\923.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\924.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\926.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\927.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\928.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\929.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\930.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\931.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\932.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\933.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\934.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\935.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\937.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\938.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\939.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\940.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\941.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\942.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\945.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\947.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\948.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\949.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\950.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\951.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\952.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\953.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\954.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\955.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\956.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\957.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\959.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\960.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\961.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\963.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\965.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\966.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\967.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\968.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\969.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\970.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\971.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\973.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\974.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\975.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\976.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\977.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\978.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\979.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\980.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\981.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\983.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\984.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\985.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\986.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\987.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\988.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\989.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\990.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\991.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\992.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\994.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\995.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\996.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\997.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\999.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1000.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1001.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1002.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1004.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1006.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1008.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1010.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1011.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1013.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1014.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1015.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1016.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1017.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1018.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1020.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1021.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1023.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1024.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1025.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1028.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1029.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1030.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1031.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1032.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1033.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1034.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1035.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1036.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1039.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1040.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1041.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1042.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1043.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1044.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1045.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1047.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1048.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1050.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1051.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1052.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1053.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1054.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1055.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1057.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1059.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1060.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1061.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1062.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1063.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1064.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1066.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1067.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1068.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1069.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1070.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1071.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1072.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1073.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1075.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1076.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1077.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1078.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1079.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1081.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1082.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1084.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1085.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1086.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1087.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1088.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1090.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1092.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1093.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1095.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1096.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1097.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1098.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1099.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1100.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1101.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1102.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1103.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1104.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1105.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1106.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1107.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1108.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1109.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1110.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1111.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1114.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1115.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1116.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1117.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1118.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1121.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1122.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1123.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1124.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1125.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1126.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1127.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1129.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1130.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1131.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1132.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1133.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1134.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1136.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1137.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1138.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1139.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1140.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1142.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1143.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1144.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1145.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1146.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1147.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1148.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1149.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1152.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1153.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1154.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1157.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1158.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1159.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1161.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1162.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1163.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1165.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1167.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1168.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1169.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1171.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1172.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1174.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1175.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1177.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1178.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1179.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1180.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1181.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1182.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1183.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1184.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1188.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1190.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1191.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1192.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1193.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1195.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1196.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1199.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1200.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1201.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1202.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1203.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1204.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1205.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1206.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1207.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1208.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1209.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1210.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1212.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1213.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1214.jpg,0
